Fecha,Modelo,Precio,Vendedor,Cliente
2023-12-18,Truck,32973.92,Vendedor2,ClienteB
2024-05-05,SUV,33411.85,Vendedor4,ClienteA
2023-06-06,SUV,42084.61,Vendedor4,ClienteB
2024-03-14,Truck,20949.91,Vendedor4,ClienteA
2024-04-23,Convertible,26219.03,Vendedor2,ClienteE
2024-03-04,Hatchback,19103.7,Vendedor3,ClienteD
2023-05-25,SUV,38375.78,Vendedor4,ClienteB
2023-05-30,Minivan,48541.54,Vendedor2,ClienteE
2024-04-14,Coupe,26792.93,Vendedor2,ClienteE
2023-06-01,Coupe,16133.16,Vendedor1,ClienteE
2023-08-28,Hatchback,37384.4,Vendedor4,ClienteA
2023-08-25,SUV,39549.5,Vendedor3,ClienteB
2024-03-19,Hatchback,18119.06,Vendedor1,ClienteC
2023-12-13,Sedan,41939.04,Vendedor4,ClienteA
2023-09-08,SUV,37906.55,Vendedor2,ClienteD
2024-02-01,SUV,19332.76,Vendedor3,ClienteF
2023-05-29,Convertible,15027.4,Vendedor4,ClienteF
2023-07-20,Minivan,19713.16,Vendedor1,ClienteC
2023-08-29,Truck,31022.07,Vendedor3,ClienteF
2023-07-17,Minivan,17654.22,Vendedor4,ClienteF
2024-04-18,Convertible,36814.42,Vendedor2,ClienteF
2023-07-07,Truck,35308.32,Vendedor2,ClienteB
2024-02-26,Hatchback,27618.26,Vendedor3,ClienteD
2024-02-03,SUV,20284.52,Vendedor1,ClienteC
2023-11-21,Sedan,33983.18,Vendedor1,ClienteA
2024-02-27,Convertible,18631.4,Vendedor1,ClienteF
2023-08-29,Truck,28741.96,Vendedor1,ClienteE
2024-02-02,SUV,30477.8,Vendedor3,ClienteD
2023-08-07,SUV,28647.81,Vendedor1,ClienteF
2023-08-29,Truck,30373.69,Vendedor2,ClienteC
2023-10-17,Hatchback,16642.05,Vendedor4,ClienteF
2024-05-11,Truck,29997.52,Vendedor4,ClienteF
2024-04-13,Sedan,33148.21,Vendedor3,ClienteD
2023-06-25,SUV,26776.52,Vendedor4,ClienteB
2023-10-10,Hatchback,28221.98,Vendedor1,ClienteA
2023-10-14,SUV,47707.22,Vendedor4,ClienteD
2023-10-05,Truck,30347.29,Vendedor3,ClienteC
2024-04-26,Truck,14762.07,Vendedor3,ClienteD
2023-06-21,SUV,21271.05,Vendedor4,ClienteC
2023-11-07,SUV,21912.52,Vendedor4,ClienteE
2024-01-20,Convertible,17405.53,Vendedor4,ClienteD
2024-04-07,SUV,28632.49,Vendedor2,ClienteB
2023-12-13,Convertible,37036.86,Vendedor4,ClienteF
2023-07-11,Minivan,17638.27,Vendedor4,ClienteA
2023-10-17,Minivan,41234.48,Vendedor2,ClienteD
2024-03-11,Hatchback,45738.01,Vendedor4,ClienteD
2023-12-13,SUV,36620.39,Vendedor4,ClienteC
2024-01-26,Truck,31577.96,Vendedor1,ClienteC
2023-07-21,SUV,28048.47,Vendedor3,ClienteB
2023-10-04,Minivan,45374.66,Vendedor3,ClienteD
2023-12-27,Minivan,44122.36,Vendedor4,ClienteC
2023-07-13,Minivan,26628.98,Vendedor3,ClienteA
2023-07-16,Sedan,40809.29,Vendedor4,ClienteB
2024-01-23,Truck,33876.89,Vendedor4,ClienteA
2023-09-13,Coupe,34010.25,Vendedor4,ClienteE
2024-01-16,SUV,23244.89,Vendedor3,ClienteE
2024-03-08,Coupe,46572.94,Vendedor4,ClienteE
2023-12-07,Minivan,21089.66,Vendedor1,ClienteE
2023-12-26,Coupe,34128.57,Vendedor1,ClienteA
2023-08-04,Minivan,13930.93,Vendedor3,ClienteF
2023-09-02,Minivan,49736.83,Vendedor3,ClienteB
2023-07-21,Coupe,39893.52,Vendedor2,ClienteC
2024-05-11,Sedan,32353.01,Vendedor1,ClienteD
2023-06-28,SUV,46984.89,Vendedor3,ClienteA
2024-02-24,SUV,17157.65,Vendedor1,ClienteE
2023-12-06,Hatchback,44079.82,Vendedor1,ClienteD
2024-02-26,Convertible,25393.19,Vendedor3,ClienteF
2023-11-14,SUV,28863.55,Vendedor1,ClienteE
2023-12-15,SUV,37675.34,Vendedor3,ClienteA
2024-04-24,Coupe,33399.07,Vendedor4,ClienteD
2024-04-16,Truck,27654.52,Vendedor2,ClienteB
2023-11-04,Truck,27312.45,Vendedor4,ClienteB
2023-08-21,SUV,11083.5,Vendedor3,ClienteF
2023-11-23,Truck,18424.44,Vendedor4,ClienteD
2024-03-17,Truck,10806.28,Vendedor2,ClienteE
2023-10-09,Minivan,47260.62,Vendedor2,ClienteB
2023-09-07,Coupe,23524.73,Vendedor1,ClienteE
2023-07-18,Minivan,45471.86,Vendedor4,ClienteC
2023-12-05,Coupe,44187.69,Vendedor2,ClienteA
2024-04-27,Convertible,13177.65,Vendedor4,ClienteA
2023-09-13,Coupe,42148.07,Vendedor2,ClienteE
2023-08-17,Truck,17657.33,Vendedor4,ClienteA
2024-04-03,Hatchback,22226.43,Vendedor3,ClienteB
2024-01-16,Convertible,16461.49,Vendedor2,ClienteD
2023-09-18,SUV,36310.95,Vendedor4,ClienteC
2023-09-15,Minivan,41093.76,Vendedor4,ClienteA
2023-11-27,Hatchback,21934.84,Vendedor2,ClienteD
2023-10-18,Truck,15648.74,Vendedor2,ClienteF
2023-12-29,Convertible,45862.09,Vendedor1,ClienteB
2023-11-16,Truck,23944.62,Vendedor4,ClienteC
2023-08-05,Coupe,17579.56,Vendedor2,ClienteD
2023-07-21,Convertible,17262.28,Vendedor1,ClienteF
2024-01-14,Hatchback,27531.03,Vendedor3,ClienteE
2023-06-21,Coupe,28865.68,Vendedor3,ClienteD
2024-02-23,Hatchback,18485.02,Vendedor3,ClienteD
2023-12-04,Truck,38390.59,Vendedor4,ClienteB
2023-06-19,SUV,14763.05,Vendedor2,ClienteD
2023-07-28,Coupe,25880.17,Vendedor3,ClienteA
2024-03-15,Truck,41941.68,Vendedor3,ClienteB
2023-11-04,Coupe,26391.96,Vendedor3,ClienteA
2024-04-20,Truck,12301.12,Vendedor3,ClienteE
2024-01-10,Sedan,34094.31,Vendedor1,ClienteF
2024-02-08,Minivan,10475.42,Vendedor3,ClienteD
2023-08-30,Minivan,48066.13,Vendedor2,ClienteF
2024-02-14,Coupe,21573.48,Vendedor4,ClienteC
2023-11-05,SUV,11861.92,Vendedor2,ClienteF
2024-05-05,Minivan,40056.03,Vendedor2,ClienteC
2023-10-03,Coupe,35712.17,Vendedor1,ClienteF
2024-04-04,Hatchback,27213.63,Vendedor3,ClienteF
2023-09-05,Convertible,42348.36,Vendedor2,ClienteC
2023-12-01,Hatchback,47018.66,Vendedor4,ClienteE
2024-04-04,SUV,30567.99,Vendedor3,ClienteC
2024-02-27,Hatchback,30088.63,Vendedor2,ClienteE
2023-12-30,Coupe,26638.95,Vendedor4,ClienteF
2023-08-07,Coupe,17575.53,Vendedor3,ClienteF
2024-03-07,Convertible,41892.68,Vendedor2,ClienteB
2023-11-01,Coupe,38211.37,Vendedor4,ClienteA
2023-10-29,SUV,20391.81,Vendedor3,ClienteD
2024-04-22,Convertible,25572.33,Vendedor2,ClienteE
2023-07-02,Sedan,29928.28,Vendedor2,ClienteE
2023-06-09,Coupe,13344.2,Vendedor3,ClienteB
2023-09-10,Truck,41115.08,Vendedor2,ClienteC
2024-03-24,Coupe,40609.16,Vendedor3,ClienteC
2024-02-13,Coupe,20841.55,Vendedor3,ClienteA
2023-10-18,Sedan,18426.33,Vendedor2,ClienteC
2023-05-26,Coupe,35320.11,Vendedor4,ClienteA
2024-01-24,SUV,27119.26,Vendedor2,ClienteB
2023-06-27,Hatchback,41350.3,Vendedor2,ClienteF
2023-07-03,Hatchback,11612.71,Vendedor1,ClienteE
2023-08-21,Coupe,12252.74,Vendedor2,ClienteB
2024-05-18,Sedan,17628.11,Vendedor3,ClienteF
2024-05-23,Sedan,27863.82,Vendedor2,ClienteA
2024-02-19,Minivan,30309.55,Vendedor3,ClienteE
2024-01-10,Truck,12013.44,Vendedor3,ClienteB
2023-12-27,Coupe,34827.38,Vendedor3,ClienteD
2023-06-18,Minivan,47248.41,Vendedor3,ClienteA
2023-11-15,SUV,35938.82,Vendedor3,ClienteF
2024-01-03,Truck,28558.54,Vendedor2,ClienteC
2023-12-04,Hatchback,25224.82,Vendedor1,ClienteD
2023-07-10,Truck,37599.9,Vendedor3,ClienteE
2024-01-17,Sedan,16447.63,Vendedor2,ClienteF
2024-04-24,Hatchback,21997.03,Vendedor1,ClienteB
2023-08-27,Truck,29062.1,Vendedor4,ClienteF
2024-02-17,Minivan,10799.36,Vendedor2,ClienteD
2024-03-31,Sedan,13137.37,Vendedor1,ClienteD
2024-04-13,Convertible,21314.77,Vendedor3,ClienteD
2024-02-03,Minivan,22817.41,Vendedor2,ClienteA
2023-10-26,Minivan,32380.94,Vendedor4,ClienteA
2023-10-18,Hatchback,33987.93,Vendedor3,ClienteB
2023-06-02,SUV,17637.33,Vendedor3,ClienteC
2023-12-16,Truck,12593.24,Vendedor2,ClienteC
2023-08-10,Truck,37746.89,Vendedor4,ClienteC
2023-08-02,Minivan,20942.41,Vendedor3,ClienteF
2023-10-11,Hatchback,21319.45,Vendedor4,ClienteD
2024-01-19,Minivan,21456.0,Vendedor1,ClienteB
2024-03-28,Convertible,41399.66,Vendedor4,ClienteE
2024-01-26,Sedan,37347.09,Vendedor3,ClienteD
2023-11-15,Truck,14956.75,Vendedor4,ClienteA
2023-11-08,Convertible,20996.93,Vendedor2,ClienteE
2024-04-10,Coupe,19135.31,Vendedor4,ClienteE
2023-09-11,Coupe,19858.95,Vendedor4,ClienteC
2024-02-20,Hatchback,35232.72,Vendedor4,ClienteC
2023-11-06,Hatchback,37482.29,Vendedor4,ClienteD
2023-05-31,Hatchback,47825.68,Vendedor4,ClienteB
2024-05-17,Hatchback,15950.41,Vendedor1,ClienteA
2024-01-17,Convertible,32250.4,Vendedor3,ClienteE
2023-06-03,Convertible,48271.16,Vendedor2,ClienteA
2023-06-27,Sedan,24819.27,Vendedor1,ClienteE
2023-08-24,SUV,34912.86,Vendedor1,ClienteC
2024-05-16,Coupe,30191.84,Vendedor3,ClienteC
2023-07-07,Sedan,42410.67,Vendedor4,ClienteD
2023-06-08,Sedan,42080.36,Vendedor2,ClienteB
2023-10-09,Sedan,24482.47,Vendedor1,ClienteF
2023-11-09,Truck,28181.58,Vendedor4,ClienteE
2023-06-07,Coupe,14554.23,Vendedor1,ClienteD
2024-01-07,Truck,38033.84,Vendedor3,ClienteE
2023-11-29,SUV,26859.99,Vendedor4,ClienteD
2023-08-02,Convertible,15870.37,Vendedor4,ClienteF
2023-05-31,SUV,34541.84,Vendedor4,ClienteE
2023-11-21,Sedan,12653.4,Vendedor2,ClienteE
2023-11-09,Sedan,41993.15,Vendedor3,ClienteC
2023-11-25,Hatchback,19559.81,Vendedor3,ClienteA
2023-06-29,Minivan,45858.96,Vendedor4,ClienteC
2023-10-15,Hatchback,25767.45,Vendedor1,ClienteF
2023-06-26,Minivan,20054.31,Vendedor1,ClienteE
2024-02-23,Convertible,13014.59,Vendedor4,ClienteB
2023-11-02,Coupe,46761.76,Vendedor3,ClienteD
2024-03-23,Hatchback,17173.12,Vendedor3,ClienteA
2023-10-17,Minivan,32089.67,Vendedor3,ClienteA
2023-11-06,Coupe,41166.16,Vendedor4,ClienteB
2023-08-10,Truck,46638.74,Vendedor4,ClienteB
2023-05-27,SUV,28925.35,Vendedor2,ClienteC
2023-11-03,Coupe,29962.14,Vendedor4,ClienteA
2024-02-14,Sedan,45956.91,Vendedor1,ClienteE
2023-10-24,Truck,47703.77,Vendedor2,ClienteB
2024-02-29,Hatchback,46565.15,Vendedor4,ClienteF
2024-03-19,Truck,36009.62,Vendedor3,ClienteB
2024-05-23,Hatchback,17286.65,Vendedor2,ClienteA
2023-06-17,Sedan,49528.33,Vendedor2,ClienteD
2024-04-30,Coupe,10098.02,Vendedor3,ClienteE
2023-10-10,Convertible,36411.95,Vendedor2,ClienteE
2024-02-29,Coupe,20724.87,Vendedor3,ClienteD
2024-01-29,SUV,10263.35,Vendedor2,ClienteF
2023-10-29,Convertible,19661.83,Vendedor4,ClienteB
2024-01-04,Sedan,40689.33,Vendedor2,ClienteF
2023-12-09,Sedan,39980.72,Vendedor4,ClienteD
2024-04-08,Hatchback,35048.25,Vendedor2,ClienteB
2023-10-12,SUV,33159.0,Vendedor2,ClienteA
2024-01-03,SUV,40926.44,Vendedor1,ClienteD
2023-06-14,Hatchback,34045.94,Vendedor1,ClienteB
2023-07-02,SUV,38680.06,Vendedor2,ClienteA
2023-09-25,Sedan,30973.09,Vendedor2,ClienteF
2024-03-28,Coupe,28544.35,Vendedor3,ClienteF
2024-01-18,Sedan,47002.83,Vendedor1,ClienteE
2023-07-16,Hatchback,47630.31,Vendedor4,ClienteB
2024-03-25,Truck,10227.15,Vendedor4,ClienteE
2023-10-26,Convertible,33843.15,Vendedor2,ClienteD
2023-07-12,Convertible,17023.32,Vendedor1,ClienteE
2023-10-30,Convertible,23786.87,Vendedor2,ClienteF
2024-02-10,Convertible,11220.96,Vendedor1,ClienteC
2023-06-21,Truck,36832.2,Vendedor1,ClienteF
2024-02-18,SUV,39675.13,Vendedor2,ClienteC
2024-02-20,Convertible,21463.19,Vendedor3,ClienteE
2024-04-11,Sedan,49317.59,Vendedor3,ClienteE
2023-11-12,Truck,21281.25,Vendedor1,ClienteC
2023-10-29,Hatchback,10639.66,Vendedor4,ClienteF
2024-02-28,Minivan,37898.03,Vendedor3,ClienteD
2023-11-10,Convertible,31815.82,Vendedor3,ClienteB
2024-04-01,Hatchback,20148.56,Vendedor4,ClienteB
2023-07-24,Truck,40954.86,Vendedor2,ClienteE
2024-04-19,Minivan,13218.62,Vendedor3,ClienteD
2023-12-25,SUV,20625.44,Vendedor3,ClienteC
2023-08-31,Truck,23833.16,Vendedor3,ClienteA
2023-10-06,Coupe,18915.14,Vendedor3,ClienteB
2023-08-19,Hatchback,28776.24,Vendedor3,ClienteF
2024-03-27,Minivan,15903.82,Vendedor1,ClienteE
2023-06-26,Sedan,37200.13,Vendedor3,ClienteF
2023-08-18,Minivan,27005.05,Vendedor2,ClienteF
2023-08-23,Coupe,23238.21,Vendedor1,ClienteC
2023-07-25,Coupe,20032.95,Vendedor3,ClienteA
2024-01-04,Sedan,32252.67,Vendedor2,ClienteD
2023-10-14,Minivan,44558.63,Vendedor4,ClienteE
2023-12-15,Minivan,32392.69,Vendedor2,ClienteB
2023-12-31,Coupe,47769.36,Vendedor2,ClienteD
2023-06-05,Hatchback,28311.14,Vendedor1,ClienteC
2023-07-30,SUV,31157.95,Vendedor3,ClienteC
2024-01-01,Minivan,26491.9,Vendedor3,ClienteB
2024-03-23,Convertible,14301.82,Vendedor1,ClienteC
2023-07-23,Hatchback,48348.35,Vendedor2,ClienteB
2023-08-31,Hatchback,12751.17,Vendedor4,ClienteD
2024-03-22,Minivan,27754.61,Vendedor1,ClienteA
2023-06-16,Coupe,13852.79,Vendedor2,ClienteF
2023-12-25,Coupe,45504.72,Vendedor1,ClienteC
2024-03-17,Coupe,23424.68,Vendedor3,ClienteD
2024-05-09,Truck,26190.99,Vendedor1,ClienteC
2024-02-09,Convertible,13194.67,Vendedor1,ClienteD
2023-06-09,Coupe,19843.69,Vendedor1,ClienteB
2024-04-04,Convertible,39812.88,Vendedor3,ClienteD
